Caso,Atividade,Recurso,Início,Fim
241,Solicitar Ticket,Cancela 3,2023-07-01 11:19:21,2023-07-01 11:19:38
241,Impressão do Ticket,Cancela 2,2023-07-01 11:20:14,2023-07-01 11:20:33
241,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 12:19:33,2023-07-01 12:21:41
241,Scan Sem Parar,Cancela 2,2023-07-01 12:22:13,2023-07-01 12:22:17
241,Solicitar Ticket,Cancela 1,2023-07-01 13:30:17,2023-07-01 13:30:30
241,Validar Ticket,Caixa 2,2023-07-01 13:31:22,2023-07-01 13:31:29
241,Solicitar Ticket,Cancela 1,2023-07-01 13:32:03,2023-07-01 13:32:10
241,Pagar Estacionamento,Caixa 4,2023-07-01 13:32:17,2023-07-01 13:33:12
241,Validar Ticket,Caixa 1,2023-07-01 13:34:04,2023-07-01 13:34:11
241,Saída do Estacionamento,Caixa 4,2023-07-01 13:34:38,2023-07-01 13:34:38
242,Entrada no Estacionamento,Cancela 1,2023-07-01 09:35:00,2023-07-01 09:35:00
242,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 09:35:14,2023-07-01 09:35:16
242,Adicionar Créditos,Totem 3,2023-07-01 09:36:05,2023-07-01 09:36:45
242,Saída do Estacionamento,Caixa 2,2023-07-01 09:37:41,2023-07-01 09:37:41
243,Entrada no Estacionamento,Cancela 4,2023-07-01 11:30:00,2023-07-01 11:30:00
243,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 11:30:30,2023-07-01 11:30:32
243,Saída do Estacionamento,Caixa 1,2023-07-01 11:30:39,2023-07-01 11:30:39
244,Entrada no Estacionamento,Cancela 5,2023-07-01 11:50:00,2023-07-01 11:50:00
244,Reservar Vaga,Totem 3,2023-07-01 11:50:07,2023-07-01 11:52:22
244,Solicitar Ticket,Cancela 3,2023-07-01 11:53:21,2023-07-01 11:53:28
244,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 11:53:47,2023-07-01 11:53:50
244,Cancelar Reserva,Totem 2,2023-07-01 11:54:22,2023-07-01 11:55:08
244,Solicitar Ticket,Cancela 1,2023-07-01 11:55:33,2023-07-01 11:55:40
244,Saída do Estacionamento,Caixa 1,2023-07-01 11:55:54,2023-07-01 11:55:54
245,Entrada no Estacionamento,Cancela 3,2023-07-01 11:47:00,2023-07-01 11:47:00
245,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 11:47:47,2023-07-01 11:50:58
245,Adicionar Créditos,Totem 3,2023-07-01 11:51:56,2023-07-01 11:52:56
245,Solicitar Ticket,Cancela 1,2023-07-01 11:52:57,2023-07-01 11:53:10
245,Adicionar Créditos,Totem 3,2023-07-01 11:53:54,2023-07-01 11:54:55
245,Impressão do Ticket,Cancela 4,2023-07-01 11:55:19,2023-07-01 11:55:34
245,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 12:57:34,2023-07-01 12:57:37
245,Impressão do Ticket,Cancela 5,2023-07-01 12:57:40,2023-07-01 12:57:47
245,Solicitar Ticket,Cancela 1,2023-07-01 16:30:47,2023-07-01 16:30:54
245,Impressão do Ticket,Cancela 5,2023-07-01 16:31:11,2023-07-01 16:31:25
245,Validar Ticket,Caixa 2,2023-07-01 18:34:25,2023-07-01 18:34:29
245,Impressão do Ticket,Cancela 3,2023-07-01 18:34:55,2023-07-01 18:35:14
245,Validar Ticket,Caixa 3,2023-07-01 18:55:14,2023-07-01 18:55:23
245,Impressão do Ticket,Cancela 5,2023-07-01 18:56:19,2023-07-01 18:56:33
245,Saída do Estacionamento,Caixa 1,2023-07-01 20:03:33,2023-07-01 20:03:33
246,Entrada no Estacionamento,Cancela 3,2023-07-01 08:31:00,2023-07-01 08:31:00
246,Solicitar Ticket,Cancela 4,2023-07-01 08:31:11,2023-07-01 08:31:24
246,Impressão do Ticket,Cancela 3,2023-07-01 08:31:27,2023-07-01 08:31:38
246,Validar Ticket,Caixa 3,2023-07-01 10:26:38,2023-07-01 10:26:44
246,Impressão do Ticket,Cancela 2,2023-07-01 10:27:24,2023-07-01 10:27:43
246,Solicitar Ticket,Cancela 1,2023-07-01 11:23:43,2023-07-01 11:23:53
246,Validar Ticket,Caixa 2,2023-07-01 11:24:51,2023-07-01 11:24:55
246,Saída do Estacionamento,Caixa 3,2023-07-01 11:24:57,2023-07-01 11:24:57
247,Entrada no Estacionamento,Cancela 5,2023-07-01 10:33:00,2023-07-01 10:33:00
247,Solicitar Ticket,Cancela 2,2023-07-01 10:33:14,2023-07-01 10:33:32
247,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 10:33:43,2023-07-01 10:33:47
247,Saída do Estacionamento,Caixa 1,2023-07-01 10:34:36,2023-07-01 10:34:36
248,Entrada no Estacionamento,Cancela 3,2023-07-01 11:46:00,2023-07-01 11:46:00
248,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 11:46:38,2023-07-01 11:50:47
248,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 11:51:14,2023-07-01 11:51:18
248,Saída do Estacionamento,Caixa 3,2023-07-01 11:51:21,2023-07-01 11:51:21
249,Entrada no Estacionamento,Cancela 1,2023-07-01 08:56:00,2023-07-01 08:56:00
249,Solicitar Ticket,Cancela 4,2023-07-01 08:56:03,2023-07-01 08:56:10
249,Impressão do Ticket,Cancela 4,2023-07-01 08:57:02,2023-07-01 08:57:14
249,Validar Ticket,Caixa 3,2023-07-01 10:12:14,2023-07-01 10:12:24
249,Saída do Estacionamento,Caixa 1,2023-07-01 10:12:43,2023-07-01 10:12:43
250,Entrada no Estacionamento,Cancela 5,2023-07-01 12:52:00,2023-07-01 12:52:00
250,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 12:52:11,2023-07-01 12:52:15
250,Saída do Estacionamento,Caixa 4,2023-07-01 12:52:18,2023-07-01 12:52:18
251,Entrada no Estacionamento,Cancela 3,2023-07-01 12:07:00,2023-07-01 12:07:00
251,Solicitar Ticket,Cancela 4,2023-07-01 12:07:16,2023-07-01 12:07:35
251,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 12:08:18,2023-07-01 12:08:22
251,Saída do Estacionamento,Caixa 4,2023-07-01 12:08:44,2023-07-01 12:08:44
252,Entrada no Estacionamento,Cancela 1,2023-07-01 07:32:00,2023-07-01 07:32:00
252,Solicitar Ticket,Cancela 5,2023-07-01 07:32:02,2023-07-01 07:32:15
252,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 07:32:23,2023-07-01 07:36:14
252,Solicitar Ticket,Cancela 1,2023-07-01 07:36:34,2023-07-01 07:36:54
252,Impressão do Ticket,Cancela 2,2023-07-01 07:37:16,2023-07-01 07:37:25
252,Perda de Ticket,Caixa 4,2023-07-01 08:42:25,2023-07-01 08:42:25
252,Solicitar Ticket,Cancela 2,2023-07-01 08:42:39,2023-07-01 08:42:57
252,Adicionar Créditos,Totem 3,2023-07-01 08:42:57,2023-07-01 08:44:05
252,Solicitar Ticket,Cancela 1,2023-07-01 08:44:38,2023-07-01 08:44:55
252,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 08:45:49,2023-07-01 08:45:50
252,Impressão do Ticket,Cancela 5,2023-07-01 08:46:40,2023-07-01 08:46:59
252,Validar Ticket,Caixa 2,2023-07-01 10:02:59,2023-07-01 10:03:05
252,Impressão do Ticket,Cancela 4,2023-07-01 10:03:39,2023-07-01 10:03:45
252,Solicitar Ticket,Cancela 3,2023-07-01 13:18:45,2023-07-01 13:19:02
252,Pagar Estacionamento,Caixa 2,2023-07-01 13:19:35,2023-07-01 13:22:07
252,Validar Ticket,Caixa 1,2023-07-01 13:23:06,2023-07-01 13:23:15
252,Pagar Estacionamento,Caixa 2,2023-07-01 13:23:51,2023-07-01 13:25:06
252,Validar Ticket,Caixa 2,2023-07-01 13:25:33,2023-07-01 13:25:45
252,Impressão do Ticket,Cancela 5,2023-07-01 13:25:57,2023-07-01 13:26:11
252,Solicitar Ticket,Cancela 1,2023-07-01 16:06:11,2023-07-01 16:06:22
252,Validar Ticket,Caixa 4,2023-07-01 16:06:44,2023-07-01 16:06:48
252,Scan Sem Parar,Cancela 4,2023-07-01 16:07:14,2023-07-01 16:07:18
252,Validar Ticket,Caixa 2,2023-07-01 18:20:18,2023-07-01 18:20:26
252,Adicionar Créditos,Totem 4,2023-07-01 18:20:57,2023-07-01 18:21:43
252,Impressão do Ticket,Cancela 1,2023-07-01 18:22:39,2023-07-01 18:22:51
252,Saída do Estacionamento,Caixa 4,2023-07-01 19:30:51,2023-07-01 19:30:51
253,Entrada no Estacionamento,Cancela 1,2023-07-01 09:17:00,2023-07-01 09:17:00
253,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 09:17:37,2023-07-01 09:17:39
253,Saída do Estacionamento,Caixa 1,2023-07-01 09:18:36,2023-07-01 09:18:36
254,Entrada no Estacionamento,Cancela 3,2023-07-01 09:57:00,2023-07-01 09:57:00
254,Solicitar Ticket,Cancela 5,2023-07-01 09:57:47,2023-07-01 09:57:56
254,Impressão do Ticket,Cancela 2,2023-07-01 09:58:51,2023-07-01 09:59:00
254,Solicitar Ticket,Cancela 5,2023-07-01 10:16:00,2023-07-01 10:16:06
254,Validar Ticket,Caixa 3,2023-07-01 10:16:07,2023-07-01 10:16:15
254,Solicitar Ticket,Cancela 4,2023-07-01 10:17:04,2023-07-01 10:17:11
254,Validar Ticket,Caixa 3,2023-07-01 10:17:23,2023-07-01 10:17:35
254,Scan Sem Parar,Cancela 4,2023-07-01 10:18:17,2023-07-01 10:18:21
254,Validar Ticket,Caixa 3,2023-07-01 12:40:21,2023-07-01 12:40:25
254,Saída do Estacionamento,Caixa 4,2023-07-01 12:41:02,2023-07-01 12:41:02
255,Entrada no Estacionamento,Cancela 4,2023-07-01 11:23:00,2023-07-01 11:23:00
255,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 11:23:29,2023-07-01 11:25:43
255,Solicitar Ticket,Cancela 2,2023-07-01 11:25:43,2023-07-01 11:26:00
255,Impressão do Ticket,Cancela 5,2023-07-01 11:26:33,2023-07-01 11:26:53
255,Scan Sem Parar,Cancela 4,2023-07-01 14:33:53,2023-07-01 14:33:57
255,Saída do Estacionamento,Caixa 2,2023-07-01 18:14:57,2023-07-01 18:14:57
256,Entrada no Estacionamento,Cancela 2,2023-07-01 07:50:00,2023-07-01 07:50:00
256,Scan Sem Parar,Cancela 5,2023-07-01 07:50:14,2023-07-01 07:50:15
256,Saída do Estacionamento,Caixa 4,2023-07-01 09:18:15,2023-07-01 09:18:15
257,Entrada no Estacionamento,Cancela 1,2023-07-01 10:21:00,2023-07-01 10:21:00
257,Adicionar Créditos,Totem 4,2023-07-01 10:21:39,2023-07-01 10:22:45
257,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 10:23:04,2023-07-01 10:23:06
257,Reservar Vaga,Totem 1,2023-07-01 10:23:23,2023-07-01 10:26:33
257,Cancelar Reserva,Totem 1,2023-07-01 10:27:09,2023-07-01 10:28:17
257,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 10:28:42,2023-07-01 10:28:46
257,Solicitar Ticket,Cancela 2,2023-07-01 10:29:39,2023-07-01 10:29:52
257,Impressão do Ticket,Cancela 3,2023-07-01 10:30:37,2023-07-01 10:30:55
257,Validar Ticket,Caixa 4,2023-07-01 13:37:55,2023-07-01 13:38:02
257,Saída do Estacionamento,Caixa 4,2023-07-01 13:38:16,2023-07-01 13:38:16
258,Entrada no Estacionamento,Cancela 3,2023-07-01 09:43:00,2023-07-01 09:43:00
258,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 09:43:45,2023-07-01 09:43:48
258,Saída do Estacionamento,Caixa 3,2023-07-01 09:44:35,2023-07-01 09:44:35
259,Entrada no Estacionamento,Cancela 3,2023-07-01 11:33:00,2023-07-01 11:33:00
259,Solicitar Ticket,Cancela 3,2023-07-01 11:33:30,2023-07-01 11:33:40
259,Impressão do Ticket,Cancela 2,2023-07-01 11:34:06,2023-07-01 11:34:21
259,Solicitar Ticket,Cancela 2,2023-07-01 12:22:21,2023-07-01 12:22:35
259,Impressão do Ticket,Cancela 3,2023-07-01 12:22:59,2023-07-01 12:23:13
259,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 14:40:13,2023-07-01 14:40:14
259,Saída do Estacionamento,Caixa 4,2023-07-01 14:40:32,2023-07-01 14:40:32
260,Entrada no Estacionamento,Cancela 3,2023-07-01 07:48:00,2023-07-01 07:48:00
260,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 07:48:55,2023-07-01 07:52:59
260,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 07:53:08,2023-07-01 07:53:12
260,Solicitar Ticket,Cancela 1,2023-07-01 07:53:27,2023-07-01 07:53:43
260,Saída do Estacionamento,Caixa 3,2023-07-01 07:54:34,2023-07-01 07:54:34
261,Entrada no Estacionamento,Cancela 3,2023-07-01 12:47:00,2023-07-01 12:47:00
261,Adicionar Créditos,Totem 3,2023-07-01 12:47:54,2023-07-01 12:48:21
261,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 12:49:09,2023-07-01 12:49:10
261,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 12:49:56,2023-07-01 12:53:12
261,Solicitar Ticket,Cancela 1,2023-07-01 12:53:13,2023-07-01 12:53:30
261,Impressão do Ticket,Cancela 2,2023-07-01 12:53:50,2023-07-01 12:54:10
261,Validar Ticket,Caixa 4,2023-07-01 16:46:10,2023-07-01 16:46:21
261,Saída do Estacionamento,Caixa 3,2023-07-01 16:46:35,2023-07-01 16:46:35
262,Entrada no Estacionamento,Cancela 1,2023-07-01 08:36:00,2023-07-01 08:36:00
262,Adicionar Créditos,Totem 2,2023-07-01 08:36:29,2023-07-01 08:37:07
262,Solicitar Ticket,Cancela 5,2023-07-01 08:37:24,2023-07-01 08:37:32
262,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 08:38:00,2023-07-01 08:38:03
262,Saída do Estacionamento,Caixa 3,2023-07-01 08:38:30,2023-07-01 08:38:30
263,Entrada no Estacionamento,Cancela 1,2023-07-01 08:59:00,2023-07-01 08:59:00
263,Solicitar Ticket,Cancela 3,2023-07-01 08:59:48,2023-07-01 08:59:55
263,Impressão do Ticket,Cancela 4,2023-07-01 09:00:46,2023-07-01 09:01:06
263,Solicitar Ticket,Cancela 4,2023-07-01 09:59:06,2023-07-01 09:59:15
263,Validar Ticket,Caixa 2,2023-07-01 10:00:14,2023-07-01 10:00:22
263,Scan Sem Parar,Cancela 4,2023-07-01 10:00:57,2023-07-01 10:01:00
263,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 11:53:00,2023-07-01 11:53:04
263,Impressão do Ticket,Cancela 4,2023-07-01 11:53:26,2023-07-01 11:53:35
263,Pagar Estacionamento,Caixa 2,2023-07-01 12:28:35,2023-07-01 12:30:47
263,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 12:31:37,2023-07-01 12:31:39
263,Impressão do Ticket,Cancela 3,2023-07-01 12:31:55,2023-07-01 12:32:14
263,Validar Ticket,Caixa 2,2023-07-01 13:07:14,2023-07-01 13:07:20
263,Scan Sem Parar,Cancela 5,2023-07-01 13:08:14,2023-07-01 13:08:16
263,Saída do Estacionamento,Caixa 1,2023-07-01 15:13:16,2023-07-01 15:13:16
264,Entrada no Estacionamento,Cancela 5,2023-07-01 12:50:00,2023-07-01 12:50:00
264,Solicitar Ticket,Cancela 4,2023-07-01 12:50:48,2023-07-01 12:50:55
264,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 12:51:24,2023-07-01 12:55:09
264,Impressão do Ticket,Cancela 4,2023-07-01 12:55:28,2023-07-01 12:55:48
264,Solicitar Ticket,Cancela 5,2023-07-01 15:01:48,2023-07-01 15:02:03
264,Validar Ticket,Caixa 1,2023-07-01 15:02:15,2023-07-01 15:02:20
264,Impressão do Ticket,Cancela 1,2023-07-01 15:02:22,2023-07-01 15:02:28
264,Saída do Estacionamento,Caixa 1,2023-07-01 15:20:28,2023-07-01 15:20:28
265,Entrada no Estacionamento,Cancela 4,2023-07-01 12:46:00,2023-07-01 12:46:00
265,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 12:46:51,2023-07-01 12:46:53
265,Solicitar Ticket,Cancela 1,2023-07-01 12:47:08,2023-07-01 12:47:27
265,Impressão do Ticket,Cancela 2,2023-07-01 12:48:25,2023-07-01 12:48:44
265,Saída do Estacionamento,Caixa 2,2023-07-01 14:26:44,2023-07-01 14:26:44
266,Entrada no Estacionamento,Cancela 5,2023-07-01 10:45:00,2023-07-01 10:45:00
266,Reservar Vaga,Totem 2,2023-07-01 10:45:25,2023-07-01 10:47:03
266,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 10:48:02,2023-07-01 10:48:03
266,Cancelar Reserva,Totem 3,2023-07-01 10:48:04,2023-07-01 10:48:55
266,Solicitar Ticket,Cancela 5,2023-07-01 10:49:05,2023-07-01 10:49:22
266,Impressão do Ticket,Cancela 1,2023-07-01 10:49:53,2023-07-01 10:50:05
266,Solicitar Ticket,Cancela 2,2023-07-01 12:00:05,2023-07-01 12:00:23
266,Validar Ticket,Caixa 4,2023-07-01 12:00:42,2023-07-01 12:00:53
266,Solicitar Ticket,Cancela 1,2023-07-01 12:01:42,2023-07-01 12:01:55
266,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 12:02:48,2023-07-01 12:02:50
266,Impressão do Ticket,Cancela 1,2023-07-01 12:03:11,2023-07-01 12:03:31
266,Validar Ticket,Caixa 1,2023-07-01 12:40:31,2023-07-01 12:40:42
266,Impressão do Ticket,Cancela 2,2023-07-01 12:41:34,2023-07-01 12:41:49
266,Scan Sem Parar,Cancela 5,2023-07-01 14:37:49,2023-07-01 14:37:51
266,Cancelar Reserva,Totem 2,2023-07-01 17:47:51,2023-07-01 17:48:33
266,Solicitar Ticket,Cancela 3,2023-07-01 17:49:30,2023-07-01 17:49:41
266,Pagar Estacionamento,Caixa 1,2023-07-01 17:50:27,2023-07-01 17:53:03
266,Impressão do Ticket,Cancela 4,2023-07-01 17:54:00,2023-07-01 17:54:14
266,Pagar Estacionamento,Caixa 2,2023-07-01 18:20:14,2023-07-01 18:22:28
266,Validar Ticket,Caixa 1,2023-07-01 18:22:37,2023-07-01 18:22:41
266,Solicitar Ticket,Cancela 5,2023-07-01 18:23:33,2023-07-01 18:23:50
266,Scan Sem Parar,Cancela 5,2023-07-01 18:24:26,2023-07-01 18:24:30
266,Adicionar Créditos,Totem 2,2023-07-01 19:27:30,2023-07-01 19:28:31
266,Saída do Estacionamento,Caixa 2,2023-07-01 19:29:11,2023-07-01 19:29:11
267,Entrada no Estacionamento,Cancela 4,2023-07-01 10:36:00,2023-07-01 10:36:00
267,Solicitar Ticket,Cancela 5,2023-07-01 10:36:33,2023-07-01 10:36:42
267,Reservar Vaga,Totem 2,2023-07-01 10:37:29,2023-07-01 10:39:23
267,Solicitar Ticket,Cancela 1,2023-07-01 10:39:27,2023-07-01 10:39:43
267,Impressão do Ticket,Cancela 2,2023-07-01 10:39:46,2023-07-01 10:40:02
267,Solicitar Ticket,Cancela 5,2023-07-01 14:20:02,2023-07-01 14:20:13
267,Reservar Vaga,Totem 4,2023-07-01 14:20:19,2023-07-01 14:21:58
267,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 14:22:18,2023-07-01 14:26:12
267,Validar Ticket,Caixa 2,2023-07-01 14:27:07,2023-07-01 14:27:17
267,Solicitar Ticket,Cancela 3,2023-07-01 14:28:10,2023-07-01 14:28:29
267,Validar Ticket,Caixa 2,2023-07-01 14:29:12,2023-07-01 14:29:24
267,Impressão do Ticket,Cancela 3,2023-07-01 14:29:37,2023-07-01 14:29:49
267,Cancelar Reserva,Totem 4,2023-07-01 14:51:49,2023-07-01 14:53:02
267,Solicitar Ticket,Cancela 3,2023-07-01 14:53:50,2023-07-01 14:54:10
267,Saída do Estacionamento,Caixa 2,2023-07-01 14:54:48,2023-07-01 14:54:48
268,Entrada no Estacionamento,Cancela 3,2023-07-01 07:54:00,2023-07-01 07:54:00
268,Solicitar Ticket,Cancela 5,2023-07-01 07:54:45,2023-07-01 07:55:04
268,Scan Sem Parar,Cancela 1,2023-07-01 07:55:47,2023-07-01 07:55:50
268,Solicitar Ticket,Cancela 1,2023-07-01 09:45:50,2023-07-01 09:46:05
268,Saída do Estacionamento,Caixa 1,2023-07-01 09:46:33,2023-07-01 09:46:33
269,Entrada no Estacionamento,Cancela 3,2023-07-01 12:18:00,2023-07-01 12:18:00
269,Adicionar Créditos,Totem 4,2023-07-01 12:18:09,2023-07-01 12:18:42
269,Solicitar Ticket,Cancela 3,2023-07-01 12:18:45,2023-07-01 12:19:04
269,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 12:19:27,2023-07-01 12:25:19
269,Adicionar Créditos,Totem 3,2023-07-01 12:25:27,2023-07-01 12:25:57
269,Impressão do Ticket,Cancela 5,2023-07-01 12:26:11,2023-07-01 12:26:27
269,Reservar Vaga,Totem 1,2023-07-01 15:35:27,2023-07-01 15:38:11
269,Adicionar Créditos,Totem 2,2023-07-01 15:38:34,2023-07-01 15:39:14
269,Solicitar Ticket,Cancela 4,2023-07-01 15:39:24,2023-07-01 15:39:36
269,Impressão do Ticket,Cancela 4,2023-07-01 15:39:55,2023-07-01 15:40:05
269,Solicitar Ticket,Cancela 4,2023-07-01 18:28:05,2023-07-01 18:28:19
269,Impressão do Ticket,Cancela 1,2023-07-01 18:28:42,2023-07-01 18:28:49
269,Solicitar Ticket,Cancela 1,2023-07-01 18:59:49,2023-07-01 19:00:00
269,Validar Ticket,Caixa 2,2023-07-01 19:00:14,2023-07-01 19:00:21
269,Impressão do Ticket,Cancela 4,2023-07-01 19:00:25,2023-07-01 19:00:39
269,Cancelar Reserva,Totem 3,2023-07-01 19:48:39,2023-07-01 19:49:59
269,Solicitar Ticket,Cancela 4,2023-07-01 19:50:55,2023-07-01 19:51:03
269,Pagar Estacionamento,Caixa 2,2023-07-01 19:51:18,2023-07-01 19:52:45
269,Adicionar Créditos,Totem 2,2023-07-01 19:52:59,2023-07-01 19:54:15
269,Saída do Estacionamento,Caixa 4,2023-07-01 19:55:10,2023-07-01 19:55:10
270,Entrada no Estacionamento,Cancela 1,2023-07-01 07:05:00,2023-07-01 07:05:00
270,Solicitar Ticket,Cancela 3,2023-07-01 07:05:16,2023-07-01 07:05:32
270,Impressão do Ticket,Cancela 3,2023-07-01 07:06:26,2023-07-01 07:06:34
270,Solicitar Ticket,Cancela 5,2023-07-01 08:37:34,2023-07-01 08:37:42
270,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 08:38:30,2023-07-01 08:38:34
270,Validar Ticket,Caixa 2,2023-07-01 08:39:22,2023-07-01 08:39:34
270,Solicitar Ticket,Cancela 3,2023-07-01 08:39:54,2023-07-01 08:40:07
270,Saída do Estacionamento,Caixa 1,2023-07-01 08:40:36,2023-07-01 08:40:36
271,Entrada no Estacionamento,Cancela 4,2023-07-01 08:24:00,2023-07-01 08:24:00
271,Solicitar Ticket,Cancela 4,2023-07-01 08:24:07,2023-07-01 08:24:22
271,Reservar Vaga,Totem 4,2023-07-01 08:24:45,2023-07-01 08:27:13
271,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 08:28:02,2023-07-01 08:28:05
271,Adicionar Créditos,Totem 1,2023-07-01 08:28:15,2023-07-01 08:29:10
271,Cancelar Reserva,Totem 4,2023-07-01 08:29:57,2023-07-01 08:31:15
271,Solicitar Ticket,Cancela 2,2023-07-01 08:31:39,2023-07-01 08:31:52
271,Impressão do Ticket,Cancela 1,2023-07-01 08:32:26,2023-07-01 08:32:37
271,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 11:23:37,2023-07-01 11:23:38
271,Impressão do Ticket,Cancela 3,2023-07-01 11:23:44,2023-07-01 11:24:00
271,Saída do Estacionamento,Caixa 4,2023-07-01 12:01:00,2023-07-01 12:01:00
272,Entrada no Estacionamento,Cancela 4,2023-07-01 12:28:00,2023-07-01 12:28:00
272,Solicitar Ticket,Cancela 4,2023-07-01 12:28:59,2023-07-01 12:29:13
272,Impressão do Ticket,Cancela 2,2023-07-01 12:29:48,2023-07-01 12:30:06
272,Solicitar Ticket,Cancela 4,2023-07-01 12:42:06,2023-07-01 12:42:12
272,Adicionar Créditos,Totem 2,2023-07-01 12:42:44,2023-07-01 12:43:28
272,Solicitar Ticket,Cancela 3,2023-07-01 12:43:31,2023-07-01 12:43:51
272,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 12:43:58,2023-07-01 12:43:59
272,Impressão do Ticket,Cancela 1,2023-07-01 12:44:45,2023-07-01 12:44:56
272,Validar Ticket,Caixa 1,2023-07-01 14:25:56,2023-07-01 14:26:03
272,Saída do Estacionamento,Caixa 2,2023-07-01 14:27:01,2023-07-01 14:27:01
273,Entrada no Estacionamento,Cancela 2,2023-07-01 11:03:00,2023-07-01 11:03:00
273,Solicitar Ticket,Cancela 1,2023-07-01 11:03:10,2023-07-01 11:03:26
273,Impressão do Ticket,Cancela 1,2023-07-01 11:03:31,2023-07-01 11:03:47
273,Solicitar Ticket,Cancela 4,2023-07-01 11:07:47,2023-07-01 11:08:02
273,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 11:08:37,2023-07-01 11:13:14
273,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 11:14:09,2023-07-01 11:14:13
273,Saída do Estacionamento,Caixa 3,2023-07-01 11:14:57,2023-07-01 11:14:57
274,Entrada no Estacionamento,Cancela 1,2023-07-01 11:43:00,2023-07-01 11:43:00
274,Adicionar Créditos,Totem 3,2023-07-01 11:43:15,2023-07-01 11:43:47
274,Solicitar Ticket,Cancela 1,2023-07-01 11:44:15,2023-07-01 11:44:32
274,Reservar Vaga,Totem 2,2023-07-01 11:44:44,2023-07-01 11:46:06
274,Solicitar Ticket,Cancela 3,2023-07-01 11:46:29,2023-07-01 11:46:35
274,Impressão do Ticket,Cancela 5,2023-07-01 11:47:11,2023-07-01 11:47:24
274,Solicitar Ticket,Cancela 3,2023-07-01 13:54:24,2023-07-01 13:54:43
274,Adicionar Créditos,Totem 4,2023-07-01 13:55:42,2023-07-01 13:56:57
274,Scan Sem Parar,Cancela 4,2023-07-01 13:57:34,2023-07-01 13:57:36
274,Validar Ticket,Caixa 2,2023-07-01 17:15:36,2023-07-01 17:15:48
274,Pagar Estacionamento,Caixa 2,2023-07-01 17:16:06,2023-07-01 17:17:33
274,Solicitar Ticket,Cancela 4,2023-07-01 17:18:33,2023-07-01 17:18:47
274,Impressão do Ticket,Cancela 3,2023-07-01 17:19:30,2023-07-01 17:19:39
274,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 19:02:39,2023-07-01 19:05:52
274,Impressão do Ticket,Cancela 1,2023-07-01 19:06:40,2023-07-01 19:06:57
274,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 19:59:57,2023-07-01 19:59:58
274,Cancelar Reserva,Totem 2,2023-07-01 20:00:33,2023-07-01 20:01:04
274,Validar Ticket,Caixa 1,2023-07-01 20:01:51,2023-07-01 20:02:03
274,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 20:02:10,2023-07-01 20:02:13
274,Impressão do Ticket,Cancela 3,2023-07-01 20:02:30,2023-07-01 20:02:48
274,Pagar Estacionamento,Caixa 1,2023-07-01 20:56:48,2023-07-01 20:58:36
274,Solicitar Ticket,Cancela 5,2023-07-01 20:59:35,2023-07-01 20:59:49
274,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 21:00:11,2023-07-01 21:00:15
274,Solicitar Ticket,Cancela 1,2023-07-01 21:00:17,2023-07-01 21:00:36
